No,carat,depth,table,x,y,z
5482,1.02,57.5,62,6.6,6.62,3.8
5483,0.93,64.5,58,6.11,6.14,3.95
5484,0.7,62.3,55,5.64,5.68,3.53
5485,0.9,61.3,60,6.14,6.17,3.77
5486,0.9,62,58,6.14,6.18,3.82
5487,0.9,62.7,59,6.1,6.14,3.84
5488,0.9,62.6,56,6.16,6.23,3.88
5489,0.9,59,58,6.29,6.25,3.7
5490,0.83,61.6,58,6.04,6.07,3.73
5491,0.9,59.8,61,6.32,6.28,3.77
5492,0.9,62.8,56,6.11,6.15,3.85
5493,0.74,61.4,56,5.83,5.86,3.59
5494,1.06,58.7,60,6.65,6.71,3.92
5495,1.02,58.9,65,6.59,6.54,3.87
5496,0.91,61.5,60,6.24,6.19,3.82
5497,0.92,60.3,61,6.29,6.38,3.82
5498,0.9,62.6,58,6.09,6.15,3.83
5499,1.04,57.4,60,6.76,6.72,3.87
5500,0.91,60.8,57,6.28,6.22,3.81
5501,0.93,62,55,6.32,6.29,3.91
5502,0.74,61.7,56,5.79,5.87,3.6
5503,0.91,59.1,60,6.36,6.3,3.74
5504,0.91,60.8,59,6.28,6.25,3.81
5505,1.11,63.6,58,6.48,6.57,4.15
5506,0.83,63.4,56,5.96,5.99,3.79
5507,0.91,61.6,60,6.14,6.1,3.77
5508,1.01,61.7,58,6.46,6.41,3.97
5509,1.08,63.4,55,6.53,6.5,4.13
5510,0.9,64.6,59,6.04,6.01,3.89
5511,1.06,61.5,58,6.59,6.55,4.04
5512,0.91,62.7,59,6.17,6.21,3.88
5513,0.91,62.3,57,6.14,6.22,3.85
5514,0.91,63.8,58,6.04,6.09,3.87
5515,0.9,63.6,58,6.08,6.12,3.88
5516,1.08,61.9,55,6.58,6.61,4.08
5517,0.72,61.9,57,5.72,5.75,3.55
5518,1,63.8,58,6.28,6.32,4.02
5519,1,63.4,61,6.29,6.33,4
5520,1,60.2,61,6.44,6.48,3.89
5521,1,61.2,59,6.38,6.42,3.92
5522,0.6,62.3,55,5.38,5.4,3.36
5523,0.9,62.9,62,6.06,6.02,3.8
5524,1.01,61.9,55,6.43,6.46,3.99
5525,1.01,63.7,58,6.31,6.35,4.03
5526,1.01,62.8,57,6.3,6.34,3.97
5527,1.01,63.4,57,6.32,6.37,4.02
5528,0.81,62,56,5.97,6,3.71
5529,1.01,58.8,57,6.57,6.63,3.88
5530,0.91,63.1,59,6.16,6.13,3.88
5531,0.91,59.6,60,6.29,6.25,3.74
5532,1,61.7,57,6.42,6.35,3.94
5533,0.92,62.1,59,6.21,6.26,3.87
5534,0.92,61.8,58,6.19,6.23,3.84
5535,0.9,61.7,60,6.19,6.22,3.83
5536,1.11,59.3,59,6.8,6.76,4.02
5537,0.91,60.6,57,6.3,6.26,3.81
5538,0.92,60.5,57,6.3,6.29,3.81
5539,0.91,58.2,59,6.36,6.4,3.71
5540,0.91,64.4,60,6.08,6.04,3.9
5541,0.73,62.2,56,5.72,5.75,3.57
5542,0.71,61.3,57,5.7,5.81,3.53
5543,0.93,62.5,55,6.23,6.29,3.91
5544,1.01,64.7,58,6.14,6.23,4
5545,1.02,61.2,59,6.51,6.46,3.97
5546,1.02,63,58,6.44,6.39,4.04
5547,1.02,62.8,54,6.46,6.43,4.05
5548,1.02,61.8,58,6.5,6.44,4
5549,1.02,62,59,6.45,6.42,3.99
5550,1.02,63.6,56,6.4,6.37,4.06
5551,1.02,60.7,57,6.57,6.54,3.98
5552,0.9,60.4,59,6.24,6.21,3.76
5553,0.9,61.6,59,6.26,6.18,3.83
5554,1.01,59.4,59,6.49,6.51,3.86
5555,1.02,62.5,58,6.37,6.43,4
5556,1,63.5,55,6.37,6.32,4.03
5557,1,60.2,62,6.53,6.45,3.91
5558,1,56.7,60,6.62,6.58,3.74
5559,0.74,61.8,56,5.79,5.82,3.59
5560,1,62.6,54,6.39,6.35,3.99
5561,1,61.7,58,6.36,6.32,3.91
5562,0.96,61.7,57,6.35,6.3,3.9
5563,1,59.8,65,6.58,6.43,3.9
5564,1,59.3,62,6.49,6.43,3.83
5565,1,60.4,58,6.47,6.44,3.9
5566,1,59.4,64,6.36,6.29,3.76
5567,0.9,63.9,61,5.97,6.01,3.83
5568,0.8,61.2,56,5.98,6.01,3.67
5569,1,59.7,63,6.43,6.5,3.86
5570,1.04,62.1,59,6.46,6.52,4.03
5571,1.08,64.9,60,6.43,6.39,4.16
5572,1.04,62.2,59,6.57,6.49,4.06
5573,1.14,60.4,59,6.8,6.74,4.09
5574,0.79,62.2,55,5.97,5.9,3.69
5575,0.94,59,59,6.34,6.41,3.76
5576,1.21,69.6,55,6.49,6.42,4.49
5577,1.21,65.6,56,6.69,6.59,4.36
5578,0.9,62.9,55,6.18,6.22,3.9
5579,0.9,63.6,57,6.08,6.12,3.88
5580,0.91,61.9,56,6.19,6.22,3.85
5581,1,61,61,6.31,6.27,3.84
5582,0.78,62.2,55,5.87,5.97,3.68
5583,1.12,60.9,57,6.66,6.6,4.04
5584,0.76,61.6,56,5.85,5.9,3.62
5585,1.12,60.9,63,6.65,6.59,4.03
5586,1,65.5,54,6.2,6.16,4.05
5587,1,59.6,61,6.4,6.36,3.8
5588,1.19,60.3,57,6.93,6.83,4.15
5589,0.92,59.3,61,6.36,6.29,3.75
5590,1.5,63.7,59,7.29,7.18,4.62
5591,1.17,57.4,59,7.02,6.95,4.01
5592,0.9,62.9,58,6.13,6.18,3.87
5593,0.9,62.4,56,6.14,6.19,3.85
5594,0.9,62.3,61,6.12,6.17,3.83
5595,1.01,64.5,59,6.27,6.23,4.03
5596,1.01,65.3,61,6.23,6.18,4.05
5597,1.01,62.1,57,6.47,6.37,3.99
5598,1.01,62.8,58,6.43,6.34,4.01
5599,0.94,62.6,57,6.27,6.25,3.92
5600,0.85,60.2,60,6.09,6.14,3.68
5601,1.2,62.3,60,6.78,6.71,4.2
5602,1.01,62.2,65,6.34,6.3,3.93
5603,0.96,62.1,57,6.32,6.27,3.91
5604,0.9,62.3,57,6.17,6.23,3.86
5605,0.96,63.7,54,6.24,6.19,3.96
5606,1.01,64.7,57,6.31,6.27,4.07
5607,0.96,59.2,61,6.42,6.36,3.78
5608,0.9,63.4,57,6.09,6.12,3.87
5609,1.1,61.9,56,6.59,6.63,4.09
5610,0.74,62.1,53.4,5.8,5.82,3.61
5611,0.9,59.4,58,6.31,6.35,3.76
5612,0.89,61.8,56,6.15,6.19,3.81
5613,0.92,62.8,56,6.19,6.23,3.9
5614,0.98,62.6,54,6.35,6.39,3.99
5615,0.87,59.9,59,6.2,6.16,3.7
5616,0.72,62,56,5.74,5.77,3.57
5617,1.12,60.3,57,6.73,6.8,4.08
5618,1.01,61.1,58,6.5,6.46,3.96
5619,1,63.2,59,6.24,6.29,3.96
5620,1.02,58.7,63,6.49,6.46,3.8
5621,0.9,65.2,61,6.01,5.98,3.91
5622,0.96,60.6,60,6.4,6.47,3.9
5623,0.91,62.8,59,6.1,6.16,3.85
5624,1.03,65.3,59,6.3,6.25,4.1
5625,1.03,61.7,61,6.49,6.45,3.99
5626,1,60.7,58,6.49,6.52,3.95
5627,0.92,59.4,59,6.39,6.28,3.76
5628,0.71,60.4,59,5.73,5.69,3.45
5629,0.9,61.2,61,6.14,6.21,3.78
5630,0.9,61.6,63,6.1,6.14,3.77
5631,0.9,63,61,6.05,6.14,3.84
5632,0.9,62.8,58,6.13,6.17,3.86
5633,1,63.9,55,6.25,6.33,4.02
5634,1,60.5,57,6.4,6.46,3.89
5635,0.95,60,60,6.39,6.37,3.83
5636,0.91,60.1,58,6.3,6.35,3.8
5637,1.02,63.1,60,6.35,6.4,4.02
5638,0.75,62.2,56,5.78,5.82,3.61
5639,0.9,61,60,6.17,6.12,3.75
5640,0.9,60.2,59,6.27,6.23,3.76
5641,0.74,61.5,55,5.85,5.82,3.59
5642,0.9,62,61,6.12,6.18,3.81
5643,0.9,62.4,63,6.04,6.13,3.8
5644,0.9,62.1,60,6.14,6.2,3.83
5645,0.9,61.6,54,6.18,6.25,3.83
5646,0.93,60.8,60,6.24,6.3,3.81
5647,1.2,59.6,62,6.9,6.95,4.13
5648,1.12,63.7,61,6.5,6.54,4.15
5649,1,63.3,56,6.3,6.36,4.01
5650,0.71,61.8,56,5.72,5.74,3.54
5651,0.82,61.9,54,5.99,6.03,3.72
5652,0.73,61.2,55,5.86,5.8,3.57
5653,1.26,64.9,60,6.7,6.62,4.32
5654,0.9,63.6,59,6.12,6.07,3.88
5655,0.9,62.5,62,6.11,6.08,3.81
5656,0.9,62.6,60,6.14,6.1,3.83
5657,0.9,63.2,61,6.13,6.09,3.86
5658,0.9,63.1,58,6.18,6.12,3.88
5659,1,59.4,62,6.55,6.52,3.88
5660,1.05,57.8,64,6.74,6.67,3.88
5661,1,60.9,57,6.47,6.43,3.93
5662,0.9,63.6,58,6.11,6.09,3.88
5663,0.9,62.4,57,6.23,6.15,3.86
5664,0.91,62.7,63,6.1,6.03,3.8
5665,0.91,59.2,62,6.2,6.14,3.65
5666,1,59.4,62,6.55,6.52,3.88
5667,1.11,63.7,58,6.57,6.53,4.17
5668,1.09,61.6,54,6.69,6.62,4.1
5669,1.13,58.3,60,6.83,6.78,3.97
5670,1.29,63.5,57,6.89,6.87,4.37
5671,0.91,62.6,57,6.16,6.21,3.87
5672,0.91,62.2,57,6.12,6.17,3.82
5673,0.9,58.1,64,6.26,6.28,3.64
5674,1.02,63.7,58,6.28,6.24,3.99
5675,0.8,62.4,55,5.92,5.88,3.68
5676,0.8,61.6,54,5.99,5.95,3.68
5677,0.95,62.2,57,6.29,6.22,3.89
5678,0.97,61.7,56,6.37,6.32,3.92
5679,1.01,61.8,60,6.34,6.37,3.93
5680,0.91,62.2,55,6.18,6.23,3.86
5681,1.01,62.5,59,6.31,6.37,3.96
5682,1.01,62.7,61,6.28,6.38,3.97
5683,0.94,62,58,6.23,6.29,3.88
5684,1.05,62.2,59,6.51,6.44,4.03
5685,1.18,61.5,62,6.88,6.73,4.19
5686,1.01,59.6,62,6.54,6.49,3.88
5687,0.91,61.6,60,6.19,6.21,3.82
5688,0.7,61.5,58,5.65,5.7,3.49
5689,1.01,60.6,61,6.38,6.45,3.89
5690,1.01,62.8,58,6.37,6.4,4.01
5691,1.01,62.1,58,6.38,6.44,3.98
5692,1.01,63.9,58,6.32,6.35,4.05
5693,1.01,60.3,57,6.51,6.53,3.93
5694,1.01,62,54,6.36,6.51,3.99
5695,0.73,61.9,55.2,5.74,5.79,3.58
5696,0.74,62.2,55,5.79,5.82,3.61
5697,0.91,61.2,58,6.25,6.21,3.81
5698,1,63.7,61,6.32,6.27,4.01
5699,1,56.9,63,6.54,6.49,3.71
5700,1.12,61.4,59,6.69,6.66,4.1
5701,0.3,63.4,56,4.29,4.26,2.71
5702,0.3,62.9,58,4.29,4.26,2.69
5703,0.3,62.4,59,4.28,4.25,2.66
5704,0.3,62.2,59,4.3,4.25,2.66
5705,0.3,61,61,4.31,4.25,2.61
5706,0.3,61.2,57,4.33,4.3,2.64
5707,0.33,57.3,59,4.6,4.62,2.64
5708,0.25,59,58,4.1,4.14,2.43
5709,0.25,59.4,57,4.1,4.12,2.44
5710,0.25,61.8,58,4.05,4.07,2.51
5711,0.25,61,58,4.02,4.05,2.46
5712,0.25,60.4,59,4.09,4.12,2.48
5713,0.25,63.2,57,3.99,4.01,2.53
5714,0.27,58.6,61,4.27,4.3,2.51
5715,0.25,60.2,59,4.07,4.14,2.47
5716,0.25,62.7,59,4.01,4.03,2.52
5717,0.27,61.9,58,4.1,4.14,2.55
5718,0.25,59.8,59,4.07,4.09,2.44
5719,0.25,62.1,58,4.03,4.06,2.51
5720,0.25,63,57,4,4.06,2.54
5721,0.25,60.9,59,4.03,4.11,2.48
5722,0.25,61.9,59,3.99,4.02,2.48
5723,0.25,63.4,58,3.97,4.01,2.53
5724,0.25,63,55,4,4.03,2.53
5725,0.25,60.5,59,4.06,4.1,2.47
5726,0.25,58.8,59,4.11,4.16,2.43
5727,0.27,64.6,53,4.04,4.1,2.63
5728,0.25,61.3,59,4.07,4.12,2.51
5729,0.25,59.7,58,4.13,4.14,2.47
5730,0.25,60.7,58,4.07,4.1,2.48
5731,0.9,60.8,58,6.18,6.22,3.77
5732,1.09,61.9,61,6.54,6.58,4.06
5733,0.8,61,57,6,6.03,3.67
5734,0.9,64.3,60,6.02,6.04,3.88
5735,0.92,63.3,59,6.12,6.18,3.89
5736,0.91,63.4,60,6.11,6.06,3.86
5737,1.1,65.5,57,6.45,6.37,4.2
5738,1.02,62.3,58,6.41,6.38,4
5739,1.03,65,57,6.3,6.32,4.1
5740,1.03,57.4,61,6.67,6.71,3.84
5741,0.9,61.1,56,6.23,6.3,3.83
5742,0.9,61.3,60,6.13,6.18,3.77
5743,1.03,62.3,56,6.51,6.45,4.04
5744,0.91,66.1,57,5.99,6.03,3.97
5745,0.9,60.2,56,6.24,6.29,3.77
5746,1.18,62.5,58,6.62,6.75,4.18
5747,1,64.3,53,6.29,6.34,4.06
5748,0.9,63.4,59,6.19,6.11,3.9
5749,0.76,60.6,58,5.95,5.89,3.59
5750,0.98,61.1,60,6.31,6.36,3.87
5751,1.01,64.5,61,6.24,6.31,4.05
5752,1.01,61.5,61,6.33,6.38,3.91
5753,0.9,61.3,61,6.13,6.17,3.77
5754,0.92,60.9,58,6.28,6.27,3.82
5755,0.93,63.4,54,6.19,6.24,3.94
5756,0.72,60.9,56,5.79,5.86,3.55
5757,1.24,60,60,6.94,6.88,4.15
5758,1.04,60.6,59,6.6,6.56,3.99
5759,1.01,63,60,6.35,6.28,3.98
5760,1.01,58.3,58,6.56,6.55,3.82
5761,1.01,60,59,6.47,6.41,3.86
5762,1.01,63.7,60,6.37,6.29,4.02
5763,1.01,63.5,56,6.38,6.35,4.04
5764,1.01,62.7,59,6.46,6.39,4.03
5765,1.01,64.3,57,6.32,6.25,4.04
5766,0.78,61.5,60,5.86,5.92,3.62
5767,0.9,63.4,56,6.06,6.12,3.86
5768,0.9,62.4,55,6.17,6.21,3.86
5769,0.91,62.8,59,6.16,6.13,3.86
5770,1.05,60.1,60,6.66,6.58,3.98
5771,1.13,62.5,57,6.68,6.63,4.16
5772,0.91,60.8,56,6.29,6.25,3.81
5773,0.91,61.5,56,6.23,6.2,3.82
5774,1.05,63.7,59,6.41,6.37,4.07
5775,1.01,62.1,59,6.39,6.42,3.98
5776,1.18,57,66,6.96,6.91,3.98
5777,0.73,62.7,56,5.76,5.72,3.6
5778,1.11,62,58,6.57,6.62,4.09
5779,0.7,62.6,54,5.65,5.7,3.55
5780,1.06,62.6,59,6.51,6.47,4.06
5781,1.29,58.6,60,7.18,7.12,4.19
5782,0.9,62.6,58,6.1,6.16,3.84
5783,0.9,61.1,58,6.12,6.26,3.78
5784,1.04,60,58,6.59,6.52,3.93
5785,0.9,64.1,56,6,6.05,3.86
5786,0.72,61.2,58,5.75,5.79,3.53
5787,1.03,60.2,55,6.53,6.59,3.95
5788,1.01,57.9,59,6.64,6.59,3.83
5789,1.01,61.1,57,6.48,6.44,3.95
5790,0.82,61.9,57,6.01,5.98,3.71
5791,1.02,60.7,56,6.56,6.51,3.97
5792,1.01,62.2,58,6.37,6.4,3.97
5793,1.23,61.9,61,6.85,6.79,4.22
5794,1,63.7,57,6.32,6.36,4.04
5795,1,62.4,56,6.31,6.35,3.95
5796,1,61.9,59,6.39,6.44,3.97
5797,1.01,62.8,59,6.34,6.37,3.99
5798,0.91,62.1,57,6.2,6.23,3.86
5799,1,64.2,57,6.25,6.27,4.02
5800,0.71,57.9,61,5.88,5.96,3.43
5801,0.95,58.9,61,6.45,6.41,3.79
5802,0.9,61.6,55,6.2,6.22,3.82
5803,1.24,63.3,60,6.83,6.75,4.29
5804,0.9,60.8,57,6.2,6.24,3.78
5805,0.71,61.5,57,5.74,5.78,3.54
5806,1.02,63.8,59,6.43,6.33,4.07
5807,1.02,57.5,62,6.62,6.6,3.8
5808,0.9,59,58,6.25,6.29,3.7
5809,0.91,60.8,58,6.26,6.31,3.82
5810,0.92,62,60,6.26,6.19,3.86
5811,0.77,60.4,58,5.94,6.01,3.61
5812,0.91,61.5,60,6.19,6.24,3.82
5813,0.91,63.4,59,6.12,6.15,3.89
5814,0.97,58,62,6.56,6.48,3.79
5815,1.02,62.7,57,6.43,6.4,4.02
5816,0.73,61.6,56,5.76,5.79,3.56
5817,0.8,61.3,55,5.98,6,3.67
5818,0.81,61.9,55,5.98,6.01,3.71
5819,1.18,62.8,59,6.78,6.69,4.23
5820,1.39,62.6,57,7.1,7.15,4.46
5821,1.04,61.6,58,6.52,6.45,3.99
5822,1.02,62.1,56,6.4,6.45,3.99
5823,0.66,61.3,57,5.59,5.63,3.44
5824,0.94,61.1,55,6.29,6.34,3.86
5825,1,62.9,60,6.36,6.32,3.99
5826,0.92,59.6,59,6.32,6.29,3.76
5827,1.01,57.9,57,6.51,6.55,3.78
5828,1.11,63.6,58,6.57,6.48,4.15
5829,0.92,63.9,55,6.14,6.09,3.91
5830,0.92,59.4,60,6.34,6.31,3.76
5831,0.77,60.6,60,5.89,5.92,3.58
5832,0.9,60.3,60,6.27,6.2,3.76
5833,1.1,63.7,58,6.48,6.45,4.12
5834,0.9,62.9,62,6.02,6.06,3.8
5835,0.9,63.5,58,6.08,6.17,3.89
5836,0.95,61.2,56,6.33,6.37,3.89
5837,1.1,62.1,56,6.68,6.56,4.12
5838,1,62.7,62,6.32,6.27,3.95
5839,0.9,62.6,60,6.09,6.14,3.83
5840,0.9,63.1,60,6.12,6.08,3.85
5841,0.9,64,58,6.11,6.07,3.9
5842,0.9,62.3,58,6.18,6.09,3.82
5843,1,60.2,61,6.48,6.44,3.89
5844,1.01,62.8,59,6.4,6.36,4.01
5845,0.92,63.8,56,6.12,6.17,3.92
5846,1,56.4,61,6.58,6.55,3.7
5847,1,62.9,64,6.27,6.23,3.93
5848,1,63.3,56,6.38,6.29,4.01
5849,1,61.3,58,6.45,6.41,3.94
5850,1,61.2,59,6.42,6.38,3.92
5851,1,63.4,61,6.33,6.29,4
5852,1,63.8,58,6.32,6.28,4.02
5853,1,58.1,64,6.63,6.51,3.82
5854,1,63.7,64,6.33,6.27,4.01
5855,1,61.5,58,6.41,6.38,3.93
5856,0.7,61.5,63,5.78,5.64,3.51
5857,1,58.7,58,6.55,6.51,3.83
5858,0.51,65.4,60,4.98,4.9,3.23
5859,0.91,59.6,60,6.25,6.29,3.74
5860,0.91,63.1,59,6.13,6.16,3.88
5861,1.03,61.9,56,6.45,6.5,4.01
5862,0.9,60.2,63,6.16,6.2,3.72
5863,0.88,60.7,55,6.28,6.22,3.79
5864,0.74,61.7,55,5.8,5.83,3.59
5865,1.03,62.6,57,6.45,6.43,4.03
5866,0.78,61.5,57,5.92,5.95,3.65
5867,1.01,63,59,6.38,6.32,4
5868,0.81,61.6,56,5.99,6.02,3.7
5869,1.01,63.7,58,6.35,6.31,4.03
5870,0.92,56,60,6.53,6.51,3.65
5871,0.91,63.7,57,6.1,6.12,3.89
5872,0.9,60.4,59,6.21,6.24,3.76
5873,0.85,59.3,57,6.19,6.22,3.68
5874,0.9,61.6,59,6.18,6.26,3.83
5875,1.04,63.2,58.6,6.35,6.39,4.03
5876,0.91,63.7,58,6.17,6.1,3.91
5877,0.91,63.7,58,6.09,6.02,3.86
5878,1.03,62.2,57,6.46,6.5,4.03
5879,1.18,62.9,58,6.77,6.7,4.24
5880,1.01,62.8,57,6.4,6.44,4.03
5881,1.01,65.7,60,6.17,6.19,4.06
5882,1.02,60.4,58,6.52,6.56,3.95
5883,1.02,61.6,56,6.47,6.51,4
5884,1.02,62.4,59,6.37,6.42,3.99
5885,1.02,62.9,58,6.36,6.42,4.02
5886,0.76,62,56,5.86,5.88,3.64
5887,1.01,59.4,59,6.51,6.49,3.86
5888,1.03,63.7,60,6.28,6.35,4.02
5889,1,59.2,62,6.47,6.5,3.84
5890,0.8,60.9,57,6.01,6.05,3.67
5891,0.9,64.7,54,6.09,6.03,3.92
5892,0.9,58.3,60,6.32,6.28,3.67
5893,0.9,57.8,58,6.42,6.38,3.7
5894,0.9,61.6,57,6.24,6.17,3.82
5895,0.9,57.5,66,6.3,6.25,3.61
5896,1.04,61.1,57,6.57,6.52,4
5897,0.9,61,59,6.29,6.17,3.8
5898,0.9,62.2,56,6.2,6.14,3.84
5899,1.08,59.9,58,6.75,6.66,4.01
5900,1.2,62.5,56,6.8,6.7,4.22
5901,1.01,64,59,6.28,6.34,4.04
5902,0.92,62.4,59,6.17,6.14,3.84
5903,1.06,61.3,57,6.55,6.6,4.03
5904,0.9,62.6,58,6.14,6.19,3.86
5905,0.93,62.5,57.8,6.15,6.28,3.87
5906,0.83,61.5,53,6.09,6.07,3.74
5907,0.9,60.8,65,6.14,6.17,3.74
5908,0.81,61.5,55,6.01,5.96,3.68
5909,0.81,61.9,56,5.97,6.02,3.71
5910,1.06,62.3,55,6.54,6.49,4.06
5911,0.91,61.4,58,6.19,6.23,3.81
5912,0.91,62.4,58,6.11,6.14,3.82
5913,0.9,61.7,62,6.19,6.13,3.8
5914,0.84,62,55,6.07,6.09,3.77
5915,0.92,59,58,6.31,6.36,3.74
5916,1.02,62.1,57,6.46,6.43,4
5917,0.71,61.8,56,5.71,5.68,3.52
5918,0.73,60.9,55,5.83,5.86,3.56
5919,0.93,60.3,61,6.39,6.25,3.81
5920,0.94,62.6,57,6.25,6.27,3.92
5921,1.02,58.2,60,6.49,6.57,3.8
5922,1,57.4,60,6.63,6.53,3.78
5923,1,64,55,6.3,6.26,4.02
5924,0.93,61.9,57,6.21,6.25,3.86
5925,0.92,62.1,57,6.26,6.2,3.87
5926,0.92,62.1,58,6.22,6.18,3.85
5927,0.92,61.7,59,6.27,6.18,3.84
5928,0.92,62.1,53,6.25,6.22,3.87
5929,0.92,62.2,56,6.24,6.2,3.87
5930,1.12,61,59,6.7,6.74,4.1
5931,1.28,59.4,61,7.11,7.04,4.2
5932,1.1,61.9,56,6.63,6.59,4.09
5933,0.91,61,61,6.24,6.16,3.78
5934,1.01,61.6,58,6.45,6.51,3.99
5935,0.9,66.1,55,5.98,5.92,3.93
5936,1.01,62.7,57,6.37,6.43,4.01
5937,1.01,60.8,63,6.32,6.38,3.86
5938,1.01,62.5,61,6.33,6.37,3.97
5939,0.9,62.9,56,6.11,6.17,3.86
5940,0.96,62,58,6.3,6.34,3.92
5941,0.9,62.6,62,6.15,6.18,3.86
5942,1.03,61.8,58,6.47,6.41,3.98
5943,1.12,60.3,57,6.8,6.73,4.08
5944,0.9,62.9,61,6.1,6.14,3.85
5945,0.93,58.2,60,6.41,6.48,3.75
5946,1.02,63.6,59,6.23,6.28,3.98
5947,0.72,61.1,57,5.78,5.81,3.54
5948,0.74,61.5,55.1,5.82,5.85,3.59
5949,0.97,62.2,56,6.34,6.29,3.94
5950,0.76,62,56,5.86,5.88,3.64
5951,0.9,63.7,58,6.06,6.09,3.87
5952,1.01,61.1,62,6.38,6.48,3.93
5953,0.91,62.4,56,6.2,6.17,3.86
5954,0.7,61.3,56,5.72,5.73,3.51
5955,1,63.8,56,6.23,6.31,4
5956,0.9,63.1,58,6.12,6.18,3.88
5957,0.9,62.5,62,6.08,6.11,3.81
5958,0.9,62.6,60,6.1,6.14,3.83
5959,0.9,63.3,60,6.09,6.11,3.86
5960,0.9,62,59,6.13,6.17,3.81
5961,0.9,62.6,57,6.16,6.2,3.87
5962,0.9,57.5,60,6.33,6.37,3.65
5963,0.9,63.6,59,6.07,6.12,3.88
5964,0.9,61.7,60,6.16,6.22,3.82
5965,0.9,63.2,61,6.09,6.13,3.86
5966,0.9,61.8,57,6.19,6.21,3.83
5967,0.9,60.4,60,6.23,6.29,3.78
5968,0.9,57.6,60,6.34,6.37,3.66
5969,1.14,61.8,59,6.62,6.74,4.13
5970,0.9,63.7,58,6.05,6.1,3.87
5971,0.9,63.4,58,6.09,6.12,3.87
5972,0.9,62.5,60,6.05,6.11,3.8
5973,0.9,62.3,55,6.14,6.18,3.84
5974,0.76,63.7,56,5.81,5.77,3.69
5975,0.9,59.7,60,6.25,6.22,3.72
5976,0.72,61.3,60,5.74,5.71,3.51
5977,1.2,59.6,62,6.95,6.9,4.13
5978,1.12,63.7,61,6.54,6.5,4.15
5979,0.9,60.6,59,6.27,6.21,3.78
5980,1,64,49,6.43,6.39,4.1
5981,1.05,60.9,61,6.61,6.55,4.01
5982,0.96,63.1,56,6.29,6.22,3.95
5983,0.72,59.2,63,5.77,5.86,3.44
5984,1.13,64,58,6.52,6.58,4.19
5985,1.01,58.9,59,6.56,6.62,3.88
5986,0.71,58.8,58,5.89,5.81,3.44
5987,0.8,61.6,54,5.95,5.99,3.68
5988,1.04,62.4,57,6.48,6.46,4.04
5989,0.8,61.3,55,5.93,6.01,3.66
5990,0.9,62.5,59,6.06,6.13,3.81
5991,0.91,62.4,57,6.17,6.21,3.86
5992,0.9,64.7,54,6.04,6.08,3.92
5993,1.16,60.7,57,6.77,6.83,4.13
5994,0.71,61.1,57,5.76,5.8,3.53
5995,1.11,61.2,61,6.65,6.69,4.08
5996,1.03,61.8,58,6.51,6.41,3.99
5997,0.91,61.2,58,6.21,6.25,3.81
5998,1.06,62.6,58,6.46,6.52,4.06
5999,0.9,61.9,54,6.23,6.18,3.84
6000,1.01,62.8,61,6.33,6.25,3.95
6001,1.01,60.6,61,6.45,6.38,3.89
6002,1.01,63.9,58,6.35,6.32,4.05
6003,1.01,62.5,58,6.39,6.35,3.98
6004,1.01,62.7,59,6.43,6.36,4.01
6005,1.01,63.6,61,6.35,6.33,4.03
6006,1.01,63.4,55,6.35,6.29,4.01
6007,1.01,63.6,55,6.39,6.31,4.04
6008,0.97,59.8,58,6.38,6.42,3.83
6009,1.04,61.6,56,6.56,6.49,4.02
6010,0.91,63.6,57,6.09,6.12,3.88
6011,0.75,62.4,56,5.79,5.84,3.63
6012,0.91,61.9,61,6.14,6.11,3.79
6013,1.09,61.9,61,6.58,6.54,4.06
6014,0.88,62.2,56,6.12,6.16,3.82
6015,0.91,62.7,56,6.11,6.17,3.85
6016,0.94,62,60,6.19,6.22,3.85
6017,0.91,62.3,57,6.22,6.13,3.85
6018,0.9,62.6,55,6.14,6.19,3.86
6019,0.9,62.7,56,6.15,6.2,3.87
6020,1.21,63.4,62,6.84,6.69,4.31
6021,1,68.3,61,6.02,5.93,4.08
6022,1.18,63.3,57,6.7,6.64,4.22
6023,1.18,62.5,58,6.75,6.62,4.18
6024,1,64.3,60,6.22,6.19,3.99
6025,1,64.3,53,6.34,6.29,4.06
6026,1,65.2,62,6.19,6.08,4.01
6027,1,63.2,56,6.38,6.33,4.02
6028,1,60.8,63,6.41,6.36,3.88
6029,1,62.2,65,6.28,6.22,3.89
6030,1,65,56,6.27,6.23,4.06
6031,0.25,60,56,4.1,4.14,2.47
6032,0.25,60.2,59,4.11,4.13,2.48
6033,0.33,59.9,62,4.48,4.57,2.71
6034,0.3,62.1,62,4.21,4.26,2.63
6035,0.32,62.2,53,4.42,4.45,2.76
6036,0.32,61.4,56,4.42,4.44,2.72
6037,0.25,60.9,57,4.06,4.09,2.48
6038,0.33,62.2,54,4.45,4.46,2.77
6039,0.25,61.3,61,4.04,4.08,2.49
6040,0.37,63.7,55,4.55,4.59,2.91
6041,0.32,61.9,56,4.36,4.39,2.71
6042,0.32,60.6,57,4.44,4.4,2.68
6043,0.32,62.4,58,4.4,4.35,2.73
6044,0.32,62,55,4.41,4.36,2.72
6045,0.32,59.7,60,4.45,4.43,2.65
6046,0.32,62.7,57,4.37,4.34,2.73
6047,0.32,60.3,56,4.45,4.44,2.68
6048,0.32,61.5,56,4.41,4.4,2.71
6049,0.32,62.2,57,4.42,4.39,2.74
6050,0.32,62.6,58,4.42,4.37,2.75
