No,carat,depth,table,x,y,z
7766,1.07,60.5,59,6.59,6.67,4.01
7767,0.91,63.4,54,6.07,6.24,3.9
7768,0.91,63.6,60,6.03,6.11,3.86
7769,0.91,63.2,58,6.07,6.15,3.86
7770,0.81,62.3,58,5.94,6,3.72
7771,0.91,62.1,60,6.21,6.25,3.87
7772,1.02,60.9,58,6.43,6.55,3.95
7773,1,61.8,60,6.37,6.34,3.93
7774,1.5,68.8,57,6.94,6.87,4.75
7775,0.91,62.3,57,6.21,6.25,3.88
7776,1,62.8,57,6.37,6.31,3.98
7777,1.02,63.1,59,6.43,6.37,4.04
7778,1.02,62.7,55,6.48,6.41,4.04
7779,1.02,62.5,54,6.44,6.4,4.01
7780,1.02,58,58,6.84,6.6,3.9
7781,0.9,61.5,56,6.25,6.2,3.83
7782,1.02,60.9,59,6.51,6.46,3.95
7783,1.02,59.8,59,6.54,6.5,3.9
7784,1.02,61.8,55,6.51,6.47,4.01
7785,1.02,60,60,6.57,6.53,3.93
7786,0.72,62.1,56,5.72,5.77,3.57
7787,1.01,61.4,64,6.29,6.42,3.9
7788,1.02,58.7,63,6.61,6.55,3.86
7789,0.9,62.9,56,6.09,6.12,3.84
7790,0.92,61.6,62,6.3,6.24,3.86
7791,0.9,59.9,57,6.25,6.34,3.77
7792,0.71,63.6,54,5.7,5.75,3.64
7793,0.91,63.9,57,6.05,6.12,3.89
7794,0.9,62.1,60,6.11,6.19,3.82
7795,1.04,62,57,6.47,6.5,4.02
7796,1.04,61.8,60,6.47,6.51,4.01
7797,1.04,61.1,56,6.6,6.66,4.05
7798,1.03,62.9,57,6.37,6.47,4.04
7799,1.04,62.3,62,6.4,6.44,4
7800,1.12,62.7,56,6.66,6.61,4.16
7801,1.02,62.7,57,6.42,6.44,4.03
7802,1.02,62.9,59,6.38,6.4,4.02
7803,1.02,62.5,59,6.37,6.42,4
7804,1.02,61.6,61,6.46,6.47,3.98
7805,0.9,61.8,59,6.13,6.16,3.8
7806,1.29,61.1,62,7,6.94,4.26
7807,1.03,63.4,58,6.36,6.42,4.05
7808,1.05,63.5,58,6.46,6.43,4.09
7809,0.85,62,55,6.08,6.14,3.78
7810,0.56,61.9,57,5.28,5.31,3.28
7811,0.91,60.6,58,6.3,6.25,3.8
7812,1.18,63.5,57,6.68,6.74,4.26
7813,1.13,62.3,59,6.68,6.65,4.15
7814,1.01,62.2,57,6.35,6.39,3.96
7815,1,59.4,55,6.59,6.65,3.93
7816,1,61.5,63,6.32,6.27,3.87
7817,1,57.8,58,6.61,6.55,3.8
7818,1,63.5,59,6.35,6.32,4.02
7819,1,64.4,57,6.32,6.28,4.06
7820,1,63.1,56,6.41,6.31,4.01
7821,1,66.2,58,6.25,6.15,4.11
7822,1,63.3,60,6.29,6.19,3.95
7823,1,60.3,58,6.48,6.45,3.9
7824,1,60.8,60,6.45,6.41,3.91
7825,0.9,60.5,60,6.2,6.24,3.76
7826,0.9,61.5,61,6.18,6.21,3.81
7827,1.02,60.5,57,6.52,6.56,3.95
7828,0.9,62.4,58,6.14,6.16,3.84
7829,0.93,62.3,58,6.22,6.18,3.86
7830,0.91,63.4,56,6.12,6.18,3.9
7831,1.01,61.8,56,6.43,6.38,3.96
7832,1.01,61.6,59,6.44,6.42,3.96
7833,1.01,63.4,59,6.32,6.26,3.99
7834,1.01,63.2,58,6.43,6.3,4.02
7835,1.01,63.3,57,6.39,6.37,4.04
7836,1.01,61.5,57,6.5,6.42,3.97
7837,1.2,63.1,61,6.65,6.58,4.18
7838,1.2,60.8,59,6.8,6.75,4.12
7839,0.96,63,53,6.24,6.21,3.92
7840,1.01,61.5,62,6.41,6.46,3.96
7841,1.13,62.4,56,6.66,6.63,4.15
7842,0.91,62.8,57,6.12,6.17,3.86
7843,1.02,59.7,58,6.53,6.57,3.91
7844,1.09,59.3,57,6.79,6.74,4.01
7845,0.77,61.1,57,5.91,5.94,3.62
7846,0.93,62.8,56,6.19,6.24,3.9
7847,0.8,62.9,59,5.88,5.95,3.72
7848,1.01,59.1,57,6.57,6.62,3.9
7849,0.9,60.7,57,6.23,6.16,3.76
7850,0.9,63.3,57,6.12,6.07,3.86
7851,0.9,61.2,60,6.19,6.14,3.77
7852,0.9,62.7,56,6.16,6.12,3.85
7853,0.9,61.5,58,6.21,6.15,3.8
7854,0.9,61,63,6.13,6.1,3.73
7855,0.9,63.5,57,6.15,6.11,3.89
7856,0.9,59.4,62,6.24,6.19,3.69
7857,0.9,62.7,58,6.15,6.09,3.84
7858,0.9,62.6,58,6.15,6.11,3.84
7859,1,63.6,57,6.35,6.26,4.01
7860,1.01,62.5,58,6.35,6.38,3.98
7861,1.01,62.3,57,6.36,6.42,3.98
7862,1.13,61.7,57,6.59,6.7,4.13
7863,1.11,62.3,58,6.64,6.68,4.15
7864,1.07,61.8,60,6.52,6.56,4.04
7865,1,62.1,61,6.36,6.4,3.96
7866,1.16,60.1,60,6.9,6.72,4.09
7867,1,62.5,59,6.31,6.37,3.96
7868,0.98,61.8,58,6.37,6.32,3.92
7869,1.01,58.6,58,6.66,6.62,3.89
7870,0.9,63.1,56,6.14,6.04,3.84
7871,0.9,63.7,60,6.02,5.98,3.82
7872,0.9,63.6,59,6.06,6.11,3.87
7873,0.9,63.5,59,6.1,6.13,3.88
7874,0.9,62.9,58,6.06,6.12,3.83
7875,0.9,62.1,59,6.09,6.14,3.8
7876,0.9,63.8,55,6.09,6.13,3.9
7877,0.9,62.4,58,6.15,6.19,3.85
7878,0.91,59.9,61,6.18,6.24,3.72
7879,0.9,61.5,60,6.16,6.13,3.78
7880,0.92,62.6,57,6.22,6.18,3.88
7881,0.9,63.3,54,6.19,6.11,3.89
7882,0.9,65.8,61,5.99,5.96,3.93
7883,0.9,62.4,54,6.22,6.19,3.87
7884,1.04,63.2,57,6.45,6.4,4.06
7885,1.21,62.4,60,6.77,6.73,4.21
7886,0.66,60.7,59,5.6,5.67,3.42
7887,1,61.9,59,6.39,6.43,3.97
7888,1,60.7,59,6.38,6.44,3.89
7889,1,64.5,54,6.34,6.28,4.07
7890,1,62.2,59,6.35,6.38,3.96
7891,1.21,62.7,57,6.72,6.77,4.23
7892,1,60.6,61,6.39,6.44,3.89
7893,1,63.3,55,6.25,6.29,3.97
7894,1.12,60.6,60,6.73,6.77,4.09
7895,1.1,57.7,60,6.82,6.77,3.92
7896,1.1,60.4,61,6.73,6.69,4.05
7897,1,65.3,58,6.25,6.18,4.06
7898,1,65.1,57,6.27,6.23,4.07
7899,1,61.9,61,6.36,6.31,3.92
7900,1,64.7,60,6.22,6.18,4.01
7901,1,68.3,58,5.98,5.95,4.08
7902,1,64.3,62,6.18,6.13,3.96
7903,1,61.4,56,6.46,6.41,3.95
7904,0.91,61.8,60,6.18,6.22,3.83
7905,1.01,63.1,57,6.32,6.36,4
7906,1.06,62.2,56,6.49,6.53,4.05
7907,1.07,59.2,57,6.7,6.64,3.95
7908,0.81,62,57,5.96,5.98,3.7
7909,0.9,60.7,57,6.19,6.33,3.8
7910,1.07,60.7,61,6.6,6.55,3.99
7911,1.07,60.4,63,6.67,6.6,4.01
7912,1.03,63,57,6.4,6.42,4.04
7913,0.9,62.6,58,6.11,6.15,3.84
7914,0.9,62.6,61,6.06,6.11,3.81
7915,0.9,63,56,6.11,6.15,3.86
7916,1.15,60.5,56,6.83,6.8,4.13
7917,0.81,59.5,60,6.08,6.15,3.64
7918,1.09,60.3,57,6.64,6.7,4.02
7919,0.9,64.2,59,6.02,6.1,3.89
7920,1.11,59.9,60,6.78,6.71,4.04
7921,0.91,59.5,58,6.26,6.34,3.75
7922,1,61.7,55,6.4,6.46,3.97
7923,1.11,62.4,57.7,6.57,6.64,4.12
7924,1.01,62.2,56,6.35,6.42,3.97
7925,1.04,63.1,58,6.43,6.37,4.04
7926,1.04,62.1,56,6.48,6.41,4.01
7927,1.01,59.6,59,6.59,6.52,3.91
7928,0.91,61.6,55,6.21,6.28,3.85
7929,0.93,61.7,55,6.26,6.29,3.87
7930,1.01,65.3,59,6.28,6.24,4.09
7931,0.84,60.4,62,6.1,6.15,3.7
7932,1.08,60.7,60,6.64,6.61,4.02
7933,0.9,62,57,6.21,6.25,3.86
7934,1.02,61.5,61,6.34,6.41,3.92
7935,1.08,59.8,57,6.72,6.66,4
7936,1.08,63.2,57,6.54,6.5,4.12
7937,1.05,62.5,60,6.5,6.45,4.05
7938,1.05,61.3,58,6.6,6.55,4.03
7939,1.05,63.2,54,6.52,6.49,4.11
7940,1.05,61.6,60,6.56,6.49,4.02
7941,1.02,60.3,59,6.53,6.5,3.93
7942,0.84,59.7,59,6.16,6.13,3.67
7943,1.02,63,58,6.37,6.43,4.03
7944,1.02,62.4,57,6.4,6.43,4
7945,1,61.8,58,6.39,6.43,3.96
7946,1.02,60.7,57,6.51,6.54,3.96
7947,1.07,58.2,58,6.79,6.72,3.93
7948,1.07,61.1,57,6.66,6.6,4.05
7949,1.16,62,59,6.74,6.62,4.14
7950,0.9,62.4,59,6.1,6.15,3.82
7951,0.65,61.9,56,5.53,5.56,3.43
7952,1.01,62.7,59,6.33,6.27,3.95
7953,1.01,60.3,64,6.52,6.49,3.92
7954,1.01,60.6,61,6.39,6.35,3.86
7955,1.45,64.8,67,7.16,7,4.64
7956,1.07,62.9,59,6.51,6.58,4.12
7957,0.9,60.4,59,6.24,6.27,3.78
7958,1,59.8,58,6.47,6.53,3.89
7959,1,59.6,59,6.48,6.51,3.87
7960,1,63.9,57,6.24,6.27,4
7961,1.04,62.8,55,6.48,6.41,4.05
7962,1.04,64.2,56,6.39,6.36,4.09
7963,1.12,62.4,58,6.63,6.59,4.13
7964,1.06,63.9,60,6.45,6.41,4.11
7965,1.09,59.2,63,6.71,6.67,3.96
7966,1.09,62.5,59,6.56,6.53,4.09
7967,1.09,61.8,59,6.59,6.53,4.06
7968,1.16,63.7,56,6.63,6.68,4.24
7969,0.7,61.4,57,5.71,5.76,3.52
7970,0.7,61.5,57,5.68,5.71,3.5
7971,1.04,60.3,57,6.54,6.59,3.96
7972,0.9,62.2,57,6.1,6.15,3.81
7973,0.9,63.2,59,6.08,6.11,3.85
7974,0.9,62.2,59,6.14,6.18,3.83
7975,1.17,59.6,60,6.88,6.85,4.09
7976,1.27,59.2,64,7.06,6.99,4.16
7977,0.9,60.7,57,6.25,6.21,3.78
7978,0.93,60.5,57,6.32,6.37,3.84
7979,0.71,61.6,54,5.74,5.78,3.55
7980,0.68,61.3,57,5.66,5.69,3.48
7981,0.84,61.8,56,6.02,6.11,3.75
7982,1.12,62.5,57,6.63,6.59,4.13
7983,1.03,61.1,57,6.48,6.52,3.97
7984,0.92,60.5,57,6.27,6.32,3.81
7985,1.03,63.1,56,6.35,6.39,4.02
7986,1.03,58.6,61,6.6,6.64,3.88
7987,1.01,63.2,55,6.32,6.4,4.02
7988,0.92,64,56,6.12,6.17,3.93
7989,1.03,62,58,6.47,6.43,4
7990,1.16,62.2,58,6.75,6.68,4.18
7991,1.16,62.1,58,6.78,6.71,4.19
7992,1.03,60.7,63,6.48,6.44,3.92
7993,1.01,62.4,59,6.39,6.34,3.97
7994,1.01,63.8,56,6.32,6.28,4.02
7995,0.92,61.6,58,6.19,6.22,3.82
7996,0.82,62.4,54,5.99,6.02,3.75
7997,1.01,62,58,6.41,6.37,3.96
7998,1.01,62.7,58,6.44,6.38,4.02
7999,1.01,60.5,58,6.55,6.47,3.94
8000,1.01,61.9,59,6.46,6.39,3.98
8001,1.01,59.6,57,6.59,6.54,3.91
8002,1.01,60.1,59,6.55,6.46,3.91
8003,1.01,60.5,58,6.52,6.48,3.93
8004,1.01,60.4,59,6.57,6.52,3.95
8005,1.01,62.5,60,6.39,6.34,3.98
8006,1.01,61,58,6.48,6.43,3.94
8007,1.01,60.1,61,6.6,6.55,3.95
8008,0.9,62.3,59,6.1,6.17,3.82
8009,0.9,62.5,58,6.08,6.14,3.82
8010,1,67.1,57,6.06,6.1,4.08
8011,1.15,62.5,58,6.72,6.65,4.18
8012,1.15,61.7,60,6.78,6.7,4.16
8013,1.03,57.6,58,6.67,6.58,3.81
8014,1.03,61.4,58,6.49,6.45,3.97
8015,1.5,70.1,58,6.96,6.85,4.84
8016,0.92,60.9,57,6.33,6.29,3.84
8017,1.19,63.4,56.8,6.7,6.79,4.27
8018,1.04,58.2,59,6.67,6.62,3.87
8019,1.01,61.7,56,6.44,6.39,3.96
8020,1.05,61.2,57,6.55,6.62,4.03
8021,1.05,61.2,57,6.54,6.59,4.02
8022,1.25,62.3,59,6.82,6.86,4.26
8023,1.19,61.9,58,6.84,6.77,4.21
8024,0.91,62.1,58,6.15,6.18,3.83
8025,1.04,60.2,60,6.52,6.57,3.94
8026,1.01,62.2,58,6.33,6.38,3.95
8027,1.01,62.1,58,6.35,6.41,3.96
8028,1.06,62.8,56,6.52,6.47,4.08
8029,1.08,62.2,57,6.56,6.6,4.09
8030,0.96,61.7,56,6.4,6.34,3.93
8031,1,62.9,56,6.42,6.36,4.02
8032,1,59.9,61,6.46,6.42,3.86
8033,1,61.6,62,6.37,6.3,3.9
8034,0.91,62.5,58,6.1,6.16,3.83
8035,0.88,62,59,6.12,6.13,3.8
8036,0.9,62.9,58,6.15,6.12,3.86
8037,0.9,62.6,65,6.1,6.04,3.8
8038,0.9,63,59,6.13,6.1,3.85
8039,0.78,62.1,55,5.9,5.95,3.68
8040,1.01,62.5,57,6.38,6.45,4.01
8041,0.39,63.3,56,4.6,4.63,2.92
8042,0.39,61.4,57,4.66,4.72,2.88
8043,0.39,62.7,54,4.64,4.71,2.93
8044,0.38,60.5,58,4.67,4.72,2.84
8045,0.39,61.3,60,4.65,4.68,2.86
8046,0.25,61.7,56,4.05,4.07,2.51
8047,0.25,62.6,55,4.03,4.04,2.52
8048,0.25,62.6,56,4.01,4.05,2.52
8049,0.31,62.1,56,4.35,4.38,2.71
8050,0.25,61.1,57,4.06,4.07,2.48
8051,0.25,61.2,55,4.1,4.14,2.52
8052,0.23,61.4,56,3.94,3.97,2.43
8053,0.23,61.5,56,3.95,4,2.44
8054,0.23,61.6,57,3.96,3.99,2.45
8055,0.23,61.8,57,3.94,3.96,2.44
8056,0.23,62.3,55,3.93,3.96,2.46
8057,0.23,62.8,54,3.92,3.94,2.47
8058,0.23,62.4,54,3.95,3.98,2.47
8059,0.23,62.2,57,3.93,3.96,2.45
8060,0.36,61,55,4.62,4.66,2.83
8061,0.27,60,62,4.21,4.22,2.53
8062,0.27,61.9,54,4.14,4.16,2.57
8063,0.27,61.8,53,4.18,4.2,2.59
8064,0.37,61.3,55,4.61,4.65,2.84
8065,0.37,61.1,60,4.63,4.6,2.82
8066,0.37,60.7,60,4.68,4.65,2.83
8067,0.31,61.9,55,4.36,4.37,2.7
8068,0.31,63.3,57,4.28,4.31,2.72
8069,0.31,63.5,55,4.31,4.32,2.74
8070,0.31,61.6,56,4.35,4.38,2.69
8071,1.01,62.4,57,6.37,6.41,3.99
8072,0.74,58.4,60,6.03,6.06,3.53
8073,1.01,60.6,59,6.42,6.45,3.9
8074,0.91,62,56,6.19,6.22,3.85
8075,1.21,59.9,61,6.89,6.85,4.11
8076,1.01,63.1,54,6.43,6.37,4.04
8077,1.01,63.6,57,6.34,6.3,4.02
8078,1.01,60.8,61,6.5,6.45,3.94
8079,1.01,57.6,62,6.66,6.56,3.81
8080,1.01,59.2,59,6.58,6.52,3.88
8081,1.23,58,61,7.07,7.03,4.09
8082,1.01,62.6,60,6.39,6.35,3.99
8083,1.01,61.8,57,6.47,6.42,3.98
8084,1.01,63,59,6.32,6.27,3.96
8085,1.01,62.6,60,6.4,6.37,4
8086,1.01,62.8,59,6.33,6.29,3.96
8087,0.72,60.8,58,5.79,5.83,3.53
8088,1.01,63.4,55,6.35,6.42,4.05
8089,1.01,64.2,58,6.24,6.29,4.02
8090,1.07,64.6,60,6.35,6.4,4.12
8091,1,61.5,60,6.35,6.33,3.9
8092,1.25,60.1,60,6.99,6.95,4.19
8093,1.25,61.1,58,6.96,6.91,4.24
8094,1.02,62.6,57,6.42,6.46,4.03
8095,0.7,62.4,55,5.65,5.69,3.54
8096,1.02,61.3,58,6.47,6.45,3.96
8097,0.95,60.1,61,6.37,6.35,3.82
8098,1.08,62.1,56,6.54,6.6,4.08
8099,1.04,61.7,57,6.49,6.54,4.02
8100,0.91,63.1,58,6.13,6.19,3.89
8101,1.52,62.3,60,7.34,7.28,4.56
8102,1.01,61.9,58,6.36,6.4,3.95
8103,1.2,63.6,60,6.72,6.67,4.26
8104,1.03,60.6,56,6.58,6.57,3.99
8105,1.15,62.3,55,6.76,6.66,4.18
8106,1.15,62.6,57,6.73,6.69,4.2
8107,1.15,61.8,57,6.73,6.67,4.14
8108,1.02,62.8,59,6.33,6.38,3.99
8109,1,62.3,56,6.33,6.39,3.96
8110,1.13,61.6,57,6.73,6.78,4.16
8111,1.01,58.1,60,6.61,6.55,3.82
8112,1.09,60.9,57,6.64,6.69,4.06
8113,1.13,59.4,58,6.74,6.8,4.02
8114,0.92,62.3,58,6.21,6.27,3.89
8115,0.78,62.2,57,5.86,5.9,3.66
8116,1.01,62.1,57,6.48,6.44,4.01
8117,0.93,62.8,59,6.13,6.16,3.86
8118,0.9,61.6,56,6.19,6.21,3.82
8119,1.01,60.4,60,6.48,6.57,3.94
8120,0.91,63,59,6.15,6.11,3.86
8121,1.34,61.1,63,7.08,7.01,4.3
8122,1.18,62.2,58,6.74,6.79,4.21
8123,1.27,62.4,56,6.93,6.88,4.32
8124,1.02,61.9,56,6.47,6.51,4.02
8125,0.9,64.8,54,6.12,6.07,3.95
8126,1.02,63.9,57.9,6.28,6.33,4.03
8127,1.1,62.1,58,6.61,6.59,4.1
8128,1.05,60.4,57,6.61,6.54,3.97
8129,1.08,61.4,57,6.67,6.62,4.08
8130,0.9,61.2,61,6.18,6.08,3.75
8131,1.01,62.1,56,6.39,6.43,3.98
8132,1.01,62.5,60,6.39,6.42,4
8133,1.01,61.8,56,6.42,6.5,3.99
8134,1.01,62.4,58,6.36,6.42,3.99
8135,1.01,59.6,61,6.56,6.59,3.92
8136,1.01,62.8,57,6.35,6.38,4
8137,1.01,63.3,58,6.37,6.39,4.04
8138,1.01,63.4,56,6.4,6.34,4.04
8139,1.01,62.3,58,6.44,6.4,4
8140,0.97,64.5,61,6.16,6.21,3.99
8141,0.9,60.3,61,6.25,6.22,3.76
8142,0.9,62,58,6.16,6.13,3.81
8143,1.08,60.5,60,6.67,6.61,4.02
8144,1.01,65,55,6.31,6.27,4.09
8145,1.01,61.3,59,6.47,6.41,3.95
8146,0.96,62.6,57,6.28,6.24,3.92
8147,0.96,63,54,6.27,6.24,3.94
8148,1.01,63.6,58,6.36,6.28,4.02
8149,1.01,61.9,58,6.48,6.42,3.99
8150,1.01,59.5,55,6.59,6.53,3.9
8151,1.1,62.7,58,6.54,6.58,4.11
8152,1.02,59.2,58,6.51,6.56,3.87
8153,1.01,61.7,56,6.41,6.46,3.97
8154,1.06,62.2,61,6.47,6.53,4.04
8155,0.91,60.8,56,6.28,6.21,3.8
8156,0.9,62.4,55,6.11,6.17,3.83
8157,1.02,61,58,6.5,6.54,3.98
8158,0.91,61,57,6.25,6.28,3.82
8159,1.13,62.3,59,6.68,6.65,4.15
8160,1.1,57,62,6.91,6.84,3.92
8161,1.1,58.6,63,6.76,6.69,3.94
8162,1.09,62,54,6.64,6.61,4.11
8163,0.7,63.4,59,5.63,5.64,3.57
8164,1.03,61.6,59,6.46,6.49,3.99
8165,1.08,60.3,58,6.65,6.72,4.03
8166,1.01,62.4,58,6.38,6.41,3.99
8167,0.72,61,56,5.78,5.8,3.53
8168,0.8,62.2,56,5.93,5.96,3.7
8169,0.9,61.1,62,6.2,6.24,3.8
8170,1.07,60.5,59,6.67,6.59,4.01
8171,0.71,61,56,5.75,5.79,3.52
8172,1.01,63.5,55,6.32,6.38,4.03
8173,1.05,61.7,60,6.58,6.49,4.03
8174,1.02,62.6,58,6.42,6.4,4.01
8175,0.85,61.6,57,6.07,6.1,3.75
8176,1.05,62.8,55,6.55,6.48,4.09
8177,1.05,62.3,56,6.55,6.51,4.07
8178,1.04,62.4,54,6.46,6.53,4.05
8179,1.05,61.3,56,6.56,6.59,4.03
8180,0.96,58.7,62,6.41,6.39,3.76
8181,0.84,60.6,57,6.15,6.06,3.7
8182,1.07,61.7,58,6.55,6.58,4.05
8183,1.07,61.8,58,6.51,6.57,4.04
8184,1.02,62,55,6.4,6.51,4
8185,0.94,60.9,57,6.34,6.36,3.87
8186,1.2,62.2,57,6.8,6.77,4.22
8187,1.5,71.3,58,6.85,6.81,4.87
8188,1.2,66.2,59,6.55,6.47,4.31
8189,1.04,61.8,55,6.54,6.5,4.03
8190,1.04,60.4,59,6.59,6.55,3.97
8191,1.2,61.1,57,6.9,6.81,4.19
8192,1.02,61.4,61,6.4,6.44,3.94
8193,1.04,62,57,6.5,6.47,4.02
8194,1.04,61.8,60,6.51,6.47,4.01
8195,1.04,61.5,59,6.54,6.51,4.01
8196,1.2,62.5,58,6.74,6.69,4.2
8197,1.3,60.7,59,7.06,7,4.27
8198,1.2,64.8,58,6.61,6.56,4.27
8199,1,61.8,59,6.38,6.33,3.93
8200,1.04,58.6,60,6.67,6.63,3.9
8201,1,65.4,61,6.22,6.17,4.05
8202,1.04,61.1,56,6.66,6.6,4.05
8203,1,57.4,68,6.52,6.47,3.73
8204,0.51,60.7,66,5.21,5.11,3.13
8205,0.9,62.5,58,6.1,6.15,3.83
8206,1.01,62.6,58,6.34,6.44,4
8207,0.7,62,53.4,5.69,5.72,3.54
8208,0.9,62.5,53,6.17,6.22,3.87
8209,1.01,65.5,58,6.11,6.25,4.05
8210,0.91,62.1,59,6.17,6.2,3.84
8211,0.9,62.4,58,6.08,6.1,3.8
8212,0.9,63.1,57,6.13,6.16,3.88
8213,1.02,62.9,59,6.4,6.38,4.02
8214,1.02,63.1,60,6.41,6.34,4.02
8215,1.04,62.8,59,6.45,6.41,4.04
8216,1.02,62.7,57,6.44,6.42,4.03
8217,1.02,62.5,59,6.42,6.37,4
8218,1.13,61.9,56,6.67,6.71,4.14
8219,1.01,61,56,6.42,6.36,3.9
8220,1.09,62.3,59,6.56,6.63,4.11
8221,1.06,62.8,57,6.49,6.57,4.1
8222,1.06,61.9,59,6.5,6.52,4.03
8223,1,61.3,61,6.36,6.39,3.91
8224,1,61.6,61,6.33,6.36,3.91
8225,1.06,62.4,58,6.5,6.54,4.07
8226,1,61.2,57,6.39,6.48,3.94
8227,1,61.3,56,6.43,6.46,3.95
8228,1,61.6,59,6.39,6.47,3.96
8229,1,64,57,6.29,6.33,4.04
8230,1,61.1,61,6.35,6.38,3.89
8231,0.73,61.3,56,5.79,5.82,3.56
8232,0.84,61.4,56,6.04,6.15,3.74
8233,0.93,62.3,58,6.18,6.22,3.86
8234,1.12,61.1,59,6.66,6.69,4.08
8235,1.12,62.5,58,6.58,6.63,4.13
8236,1.02,60,57,6.53,6.57,3.93
8237,0.85,61.8,55,6.09,6.11,3.77
8238,0.85,61.9,56,6.03,6.09,3.75
8239,1.32,59.2,61,7.21,7.14,4.25
8240,1.03,62.2,56,6.46,6.49,4.03
8241,1.07,61.9,55,6.53,6.58,4.06
8242,0.93,62.2,55,6.24,6.27,3.89
8243,1.05,60.2,61,6.64,6.61,3.99
8244,1.07,61.7,57,6.59,6.56,4.06
8245,1.07,60.6,60,6.66,6.63,4.03
8246,1.04,60.7,57,6.51,6.61,3.98
8247,1.04,61.4,57,6.48,6.54,4
8248,1.04,62.6,58,6.42,6.49,4.04
8249,1.01,60,62,6.41,6.53,3.88
8250,1.24,62.8,58,6.88,6.79,4.28
8251,1.24,64.9,60,6.7,6.63,4.32
8252,1.02,60.5,57,6.56,6.52,3.95
8253,0.93,63.8,58,6.14,6.09,3.9
8254,1.11,61.9,57,6.62,6.66,4.11
8255,0.76,61.7,56,5.84,5.87,3.61
8256,1.21,62,56,6.84,6.8,4.23
8257,0.83,62,54.9,6.03,6.04,3.74
8258,1.01,64.1,58,6.27,6.21,4
8259,0.92,61.3,58,6.19,6.25,3.81
8260,1,62,57,6.4,6.34,3.95
8261,0.9,61.4,58,6.18,6.23,3.81
8262,0.71,61.7,56,5.71,5.74,3.53
8263,1.02,61.9,58,6.47,6.42,3.99
8264,0.9,63,57,6.09,6.13,3.85
8265,0.9,63.5,57,6.11,6.15,3.89
8266,0.9,61,63,6.1,6.13,3.73
8267,0.9,63.3,57,6.07,6.12,3.86
8268,0.9,62.7,58,6.09,6.15,3.84
8269,0.9,59.4,62,6.19,6.24,3.69
8270,0.9,61.5,58,6.15,6.21,3.8
8271,0.9,62.6,58,6.11,6.15,3.84
8272,0.9,63.2,55,6.1,6.14,3.87
8273,0.9,62.7,56,6.12,6.16,3.85
8274,0.9,61.2,60,6.14,6.19,3.77
8275,0.9,64.3,59,6.04,6.09,3.9
8276,1.02,60,62,6.59,6.5,3.93
8277,1.02,65.5,60,6.27,6.24,4.1
8278,1.02,60.9,61,6.39,6.31,3.87
8279,1.02,61.5,58,6.51,6.33,3.95
8280,1.02,62.1,57,6.41,6.37,3.97
8281,0.9,63.2,54,6.1,6.17,3.88
8282,0.9,64,55,6.05,6.02,3.86
8283,1.03,62.5,54,6.46,6.5,4.05
8284,0.9,62.2,63,6.14,6.23,3.85
8285,0.76,61.8,54,5.9,5.87,3.64
8286,1,62.2,55,6.39,6.44,3.99
8287,1.09,60,59,6.72,6.77,4.05
8288,1.01,61,56,6.48,6.54,3.97
8289,0.74,61.9,55,5.79,5.84,3.6
8290,1.01,62.3,59,6.31,6.37,3.95
8291,1.03,60.7,60,6.61,6.53,3.99
8292,1.03,61.1,57,6.55,6.52,3.99
8293,0.9,60.8,59,6.24,6.19,3.78
8294,1.13,63.5,59,6.62,6.55,4.18
8295,0.9,59.1,62,6.33,6.3,3.73
8296,0.9,58,61,6.45,6.34,3.71
8297,1.13,61.7,57,6.7,6.59,4.13
8298,0.9,61.6,57,6.25,6.19,3.83
8299,0.9,59.8,55,6.34,6.3,3.78
8300,0.9,61.8,60,6.16,6.21,3.82
8301,0.9,61.5,60,6.13,6.16,3.78
8302,0.91,61.9,56,6.17,6.21,3.83
8303,1,60.2,65,6.38,6.41,3.85
8304,1.2,62.8,62,6.69,6.65,4.19
8305,1.44,62.7,55,7.21,7.18,4.51
8306,0.93,58.3,60,6.45,6.37,3.74
8307,0.8,61.1,57,5.97,6,3.65
8308,0.96,59.1,58,6.53,6.44,3.83
8309,1,62.7,60,6.24,6.3,3.93
8310,1,62.2,60,6.34,6.45,3.98
8311,1,63.4,56,6.34,6.37,4.03
8312,1,59,60,6.52,6.56,3.86
8313,1,63.9,56,6.28,6.31,4.02
8314,1,61.2,62,6.32,6.36,3.88
8315,0.91,63.5,56,6.13,6.18,3.91
8316,1,58.3,61,6.56,6.61,3.84
8317,1.1,61.5,55,6.65,6.68,4.1
8318,0.9,62.2,55,6.16,6.21,3.85
8319,1,63.3,55,6.29,6.25,3.97
8320,1.12,60.6,60,6.77,6.73,4.09
8321,1,62.2,59,6.38,6.35,3.96
8322,1,60.6,61,6.44,6.39,3.89
8323,1.13,62.9,57.7,6.6,6.64,4.16
8324,1.03,61.7,55,6.48,6.52,4.01
8325,1.08,58,61,6.72,6.77,3.91
8326,1.21,62.7,57,6.77,6.72,4.23
8327,1.21,61.8,60,6.86,6.76,4.21
8328,0.91,61,57,6.2,6.26,3.8
8329,1,62.5,55,6.38,6.41,4
8330,1,61,61,6.37,6.44,3.91
8331,1.09,61.2,62,6.63,6.58,4.04
8332,1.09,61.2,62,6.63,6.58,4.04
8333,1.16,63.7,63,6.55,6.63,4.2
8334,1,63.7,58,6.31,6.35,4.03
8335,1.03,61.7,56,6.49,6.53,4.02
